target_address,target_exgraph_node_id,full_asof__kmeans,full_asof__gmm,full_asof__hdbscan,trajectory__kmeans,trajectory__gmm,network__kmeans
0x303e988d0e361c462192dba49bd078f72ded5a22,1098506,2,3,9,3,0,-1
0x3046312882115fc1a7d52150cbac93befb0b0cea,52378,8,9,-1,1,1,2
0x3048c80e298e4ca89baaeb13a8670e8a40224125,1292142,2,3,-1,3,0,2
0x304b739ebf7ccd2bed1650cd495a91c3d4ef0286,65784,8,9,2,1,1,0
0x304f18ba0b58eea87d65666e53e52acd9795006f,1371815,7,1,2,1,3,2
0x30552e4f95ac6ed2556513c9edc5c93c98b13627,1164690,5,7,-1,1,1,0
0x305748984752ec43de5c0f6001bcaa1c6f3b2bfd,88228,3,0,2,2,3,2
0x305820268a985847ca5467ba93ddf83f113e3073,910468,6,2,-1,2,2,-1
0x305894f73aa770f7f275f052b275a4bb95ca0882,607528,1,1,-1,2,2,4
0x30596331e12e035238d8bc9ef76fb42b25f690f4,463448,4,2,7,2,3,-1
0x3059fb5756ddb72f3ab2a7a3d137b60e5af0f9ef,1338592,3,0,2,2,2,2
0x305bbca2e81bace20d367c1148881453994cb5f3,239255,4,5,-1,0,2,-1
0x3062ff9d67858d6a90b3df58ec645d72f4424634,668149,2,3,8,3,0,-1
0x30653411eb9f2560883c9ba1e2133d66a5610936,30629,4,2,-1,2,2,-1
0x3072db2cb56df6db15acdbb0375bcd97b2a389f5,477979,3,5,7,0,3,-1
0x307c13a6360994d4f0a94a3e5c767d59d7d2c0c2,9387,4,5,-1,0,3,-1
0x30849d7cff1864ca006ea7fe53d592a83a3a888e,943428,1,1,2,2,3,4
0x30850e42ec479521faa52b42cf3e01347dd6d23e,229259,9,0,-1,4,4,2
0x308613d045d1f24583158d743ea0ab4d1766e8f2,176170,4,0,2,2,2,2
0x308a2c2b0dad9a54ff1ced525933f7cb3b0f4006,738022,4,0,2,0,3,2
0x308c3601525200a9e2173b467f82c22e20e949f4,1305362,3,5,-1,2,2,-1
0x3090fb16a6fcf9f85a8d55b710958227154f5083,326465,1,0,2,2,3,4
0x3093da149b969995028a1f54b69388b7fec3ef6b,170157,4,2,7,2,2,-1
0x30952b13b1ececb0fc9075acd9dc3072c31a6edb,150357,3,5,7,0,3,-1
0x30959097823e37e5aa5aa9839506edd57c45cfa3,325783,3,0,2,0,3,4
0x30965b30bbbd150d634ca46d5c9b38b2fb9c2f53,93075,8,9,2,1,1,4
0x309bcc55fe9cca749cff42eb94a846823d27bce6,76664,4,2,-1,0,3,-1
0x30a3d0f97e3396c67a4eceb18a597125dd2e4790,1246782,2,5,-1,1,1,-1
0x30a438774f6e035d2804ef22b3ded9e79e4a2ef9,188505,1,6,2,2,3,4
0x30a454f0149fc9bbe0bfd362a07d35f4d09c119f,256165,1,1,-1,2,2,4
0x30a933add6fd601d152aa4aaf7620b5e27e88888,293257,7,2,7,2,3,-1
0x30b18a3de5091df1658b9de859cdf80c6ce2eb64,1390734,4,2,-1,2,2,-1
0x30b30c986783318fb3a11d5125f264670294d2a5,1327634,3,2,-1,2,2,-1
0x30b399b1900e1e2c33bdc08f0544efb15ae253d0,245868,7,2,-1,2,1,-1
0x30b68c955ecfd5ec5fe5cf75decf250dc72a6074,1653498,3,5,7,0,3,-1
0x30ba084d347d88cf2e4f70db99403c8f672e66fd,6481,2,5,4,3,4,-1
0x30bb18fb6b34645caeadd7b1246b3d456712ebd1,181063,7,8,2,1,1,2
0x30c086c3dbbfbc483292e23717faec63ad88e1ee,669696,8,8,2,1,1,0
0x30c156d9c064fb573aeca82225e1ff5c46a2e806,328627,1,1,-1,1,1,3
0x30c4edf8314db595aedbcbcd6bafce5510915f97,1360086,3,0,-1,0,2,4
0x30c934b6f5cfca414b3a1d5df4dbb62e42199b64,1311727,2,3,10,3,0,-1
0x30c981f086640e36a7d89414d70914e2cc4eafdd,326000,2,5,-1,3,0,-1
0x30ce4df9834561e841f34aed9589e796e5602901,412298,2,5,-1,3,0,-1
0x30cfacf6fe4bb23f8edc2b1041f43c10218850ea,794886,8,8,-1,1,1,2
0x30d6630d31171745017c8ab7cdcaae42bcc4d748,14583,5,7,-1,1,1,0
0x30d8277f61c6c04c599bce5b05face06cdb63268,177029,8,9,-1,1,1,0
0x30dcdf808bb9313e54c577859e7f41197677831c,79152,1,1,2,2,2,0
0x30e764166986c811fffbe21407982314fe31b690,682251,9,5,-1,4,4,-1
0x30eb0de52a0aa2a4a9ed4e2bde87b0898ee2ccac,87334,7,1,2,2,3,2
0x30eb4c1a534351662c1ae273b8986862b60fa079,152484,7,2,-1,2,2,-1
0x30edec1c25218f5a748cccc54c562d7879e47caa,115900,7,2,-1,1,1,-1
0x30f6e05f698a74b5e94c17c13458ea64a2af334d,1363427,2,3,8,3,0,-1
0x30fac264384582fe99411c4d893f7e0b838708da,320040,7,1,-1,2,3,2
0x30fcc89db9156a1ace72c4d671dd08ba69af9901,60942,8,8,-1,1,1,4
0x3102b509a2beafa180e2dfd1cb6bf3e82a3fbe25,430828,8,9,1,1,1,0
0x3105714fdc2947f186fa086889ac68b3072b61cf,232755,4,2,-1,2,1,-1
0x3105b06d6288b4e09ae83ac1650db5eb3b562ee9,489634,7,1,2,2,2,2
0x3106ba499f11e0bcf0b939fc3dccd03e3013f1c9,401441,3,2,-1,0,2,-1
0x3107baf3c81efeb71b7493504cd28dc57d52970f,46616,3,5,-1,0,4,-1
0x3109c5265cdeb23a806a7db74e59f476d7e5fd77,33507,6,5,-1,0,3,-1
0x310f525d512c1eb0717e013fda1c9c1b4a8e5671,324014,3,5,-1,1,1,-1
0x3111ace65024f19117cc622754f8af3f941c608b,260343,6,0,-1,0,3,2
0x3111eea106a255175ae2589bd60169d1181969b9,454856,3,5,7,0,3,-1
0x3113558ea6918c3ae1d9247d1d7a3f9eff5888d8,497606,7,2,7,2,3,-1
0x3114097a1e9855c3da9db6fb568696792e027bcb,331296,7,2,7,2,2,-1
0x31152f5e5e56e2ebda59dd62ff506635db7af02c,19612,2,5,-1,3,1,-1
0x31193b5c5de6a5e2decdaf05b920d12806d73255,120617,4,0,2,2,2,2
0x3130e0127edda3e5690459db82392d78285444bd,49052,4,0,2,2,2,2
0x3136b0eda57aa6682baf2b84ef3eea7490b8137c,482666,7,6,-1,2,2,2
0x313eccab2fa157cf5d84d741ad74c9d7ce83a842,323286,1,1,2,2,2,4
0x3146d86a4378171d44b522a168718680858928b9,228784,5,7,-1,1,1,0
0x3150c6799ba186244940a3015494b7f41dce4cb0,316502,4,0,2,0,2,2
0x31513168d5d5bb86fbf84800d094211bce2371eb,316039,9,0,-1,4,4,2
0x31521da48656a97160c0311cc507399bc2b35617,598951,1,6,-1,0,3,4
0x315e61917a6ff9d44d3a930134c33e1e7357438b,266021,4,2,-1,2,2,-1
0x316782400ac34966796c58f1bb46a0ee8a07d234,205832,5,7,-1,1,1,1
0x3168a9334c9106bcc947b4ac0818eb1613b91e64,15989,8,1,-1,2,2,0
0x316c0d28127e4092aae64db00cd57459d1fe0252,488142,7,1,2,2,1,4
0x316eb80746b3d6ebec0fe9c2685f34d4d3017534,1135369,4,2,-1,2,2,-1
0x316fc1e00d021eed6666ead5eea496a3758ea0be,1306715,2,4,3,3,0,-1
0x317249b8118f0df4c7c571a00d90017bb0ad24a2,447291,5,7,-1,1,1,1
0x317444472b04374dfd63494bacf41d9d23edbb71,243940,4,2,-1,1,1,-1
0x31791e5c414f6630597ad2be6bf070726186b930,1348852,6,5,-1,0,3,-1
0x317f13cd5d21455dbc938648496a4d90049d01ca,179929,1,1,-1,2,2,3
0x317fe5faa27a00ca487c3c0bff3897120ccb22dd,326307,2,5,-1,3,1,-1
0x31810b799148e81ade58984b94587d36022ae0c2,51561,6,2,-1,0,2,-1
0x318837e88e306966d8690e9bc58a734029c2db22,297182,3,5,7,0,4,-1
0x318b811b59ab9fa6b8adcdd5a5eae70fc5686efa,780199,8,9,2,1,1,0
0x318e4ba3fb1ca449868e48c060b0fc11da173b8b,4572,8,9,-1,1,1,4
0x318eb6eb257abe97f36ccad4226e875d540df81c,1344981,7,1,2,2,2,2
0x318ec0b60750a5e06b3a0f654f79e4ad3f95bf8b,52304,6,5,-1,0,3,-1
0x3190666db6eb4ce5762afdccfa65868d639091c0,151055,8,9,-1,1,1,0
0x3193d604a3f56668cc73961afa6d6e7d0d301fa7,124311,4,0,-1,2,3,2
0x319982b8c4dd935eea2bf9c73b07fa1e89e34e88,317697,3,0,-1,0,3,4
0x31acf00f9efe54c0f1beb007fbe5a5ceaf27e748,1328343,1,0,-1,2,2,4
0x31ad74365e6190e608d053670e65ed35ff6337fb,445253,7,8,-1,2,1,-1
0x31b067f47ab10cebb2b2be07f718df3b0090b2d9,1776523,8,9,2,1,1,4
0x31b32a1aabda2b23c31f07c8a4ebc3aadf9681e0,1178750,2,5,8,3,1,-1
0x31b415f5213d0c383d859e908c32882c807c4c32,2411,7,2,-1,2,2,-1
0x31b47e17b24931088f5330e697262abd6ac98ccf,618794,7,2,7,2,2,-1
0x31b72610d9277ac53693a67a8ff85460ab28fc08,692044,1,1,2,2,2,4
0x31b87a02e51b5adbfb8ec5e7186861a18be07d94,504289,8,9,2,1,1,4
0x31bd8f209ea3bff51c416c9da7a714929bc83e34,1299065,2,3,-1,3,0,-1
0x31c1b03ec94ec958dd6e53351f1760f8ff72946b,94085,7,8,2,2,1,2
0x31c22274a6d8be6373da607b3d82abf90d260001,1261648,4,2,7,2,2,-1
0x31c3e9140240832be55a900b819f2d3e38209840,295720,3,5,-1,0,3,-1
0x31c5d7dfb1a292ac50214bc0d370c00c4724d0e9,318746,2,5,-1,3,4,-1
0x31c8694b2c2f89575bba6adde801d2880a47218c,130151,6,5,6,0,3,-1
0x31cd4492f926f3ba9df29d5fc5e2cdc5870250c1,310681,4,5,7,0,3,-1
0x31cdfc104bb3e57b7ef0cc5d7366112959d079c8,296491,4,2,7,2,2,-1
0x31d3b75ba6993e677674747c1998a3fc72de3f4b,937746,7,1,2,2,2,2
0x31d4a14252ccda57d48e7f996d05f64ff5c8ce74,1572324,9,5,6,4,4,-1
0x31d50fd1e8f0fe51c45526fe1add93afa6c8294c,962854,3,5,-1,2,2,-1
0x31d5528b737560f4bb6ed18983e1936fdf95993f,144782,4,2,7,0,3,-1
0x31d73494e6322c26c858d1aac28f76dce42eae64,320292,3,0,-1,1,1,2
0x31dbd466b98c4c7dbcc52567823cab96888c9942,360286,9,5,5,4,4,-1
0x31dc22e6682ae64efea711befd088db7e492330c,692406,8,9,2,1,1,4
0x31e575a6593786536b6562e62fc0040e6b4c4356,14307,4,2,-1,0,2,-1
0x31eb9bc52487bb091756b8be223a71c6b14a324a,93229,2,4,3,3,0,-1
0x31ec5e54c510cf035ba3b437356b4c2154414916,258561,4,2,7,2,2,-1
0x31f365cbdd172c7738d4672415bbacdcbb556df0,1293129,3,0,2,1,3,2
0x31fac3dd2b0b48f2b818870a8e1f3e5aa8f7d7ed,82942,8,9,2,1,1,0
0x31fb82b19f4b17b4a6956358a62362a57933c7e6,130868,5,7,-1,1,1,0
0x31fbd5c699143a7d1dec88df4f987fbf7f9572a6,91365,3,5,6,0,3,-1
0x3201fc1293f5de5b3176d168ca5ed8644431638b,844712,3,2,7,0,3,-1
0x320c24c9d6a2b2337f883c51d857d92f9abff8dd,13246,4,5,-1,2,2,-1
0x320ec92821aa0ce1523ced0b0a2054a0a981ac58,764903,4,0,-1,2,3,2
0x320ff26293e99abc1020c179791244743e1ca59a,1311730,9,5,5,4,4,-1
0x3210f33388c229889822374af45df9ce02a087ec,388262,3,5,7,0,3,-1
0x321191d4c161a0eca8e4d9de044452b7c38376e1,321375,1,0,-1,2,2,2
0x321347f767a97656f8bba27a1c9d5a83c11a49a0,836450,6,5,-1,0,3,-1
0x32148a05cf06a03aa51a5b25761acb8c005a3b09,2246,3,2,-1,0,3,-1
0x3215d92f7f2a9f135df283202bfb713c7cd572d5,62370,5,7,1,1,1,1
0x321cc60449d67670097ecbfbd9efa6e8886e88bf,1324474,2,5,-1,3,1,-1
0x321dcde7354053bbe4a983a10567c747e1740a81,167108,3,2,-1,0,3,-1
0x321e64d977a8653a6a406fbcfd70a7e2d6db6925,68340,7,1,2,2,3,2
0x3220e75a73944a1ea03ed348e51e2791222469cd,317578,2,3,10,3,0,-1
0x32273f5f668e0d94ed7db7eb9908efc3a17e7483,34600,7,2,-1,1,1,-1
0x32277fd245bb03a5dcade4d4486e9337458a1bbb,162830,7,8,-1,2,1,4
0x322af0da66d00be980c7aa006377fcaaeee3bdfd,572791,7,2,7,2,2,-1
0x322c6e06f78c141d93dffc5255ea69caf15fb6af,316239,4,5,7,2,2,-1
0x322f3c29d1b63256ac0658937d5a2410d40430f0,1188239,9,5,-1,0,4,-1
0x32346b95d68044a60c0a5a2172d3d56e98a1aa5e,111134,6,5,6,0,3,-1
0x3236ddfc6a12222bef7f29fe192b2802c07c1cfe,85435,1,1,-1,2,2,4
0x323c64bbda14fe2d5d537f2059de69c2cef724df,10208,4,2,7,2,3,-1
0x323e6bc721bf81a5292a9c91accdb4315c3f1ec6,88752,1,1,2,2,2,0
0x32405dd4aaabd3e9b5f0d44d65e85f2be79f352d,188211,6,5,7,0,3,-1
0x3245d7659409e1dfa25878c02273b5e86e74f2c3,21938,7,8,2,2,1,2
0x325340a3623684b510378628d2650822565ab4cc,1166,7,1,-1,2,2,4
0x3253da3880d267b210cce5d1eb65e59e5364941f,1341566,2,6,-1,3,0,3
0x32544655b4787923b3d4d06e1a94676409029c32,934300,2,5,-1,3,4,-1
0x32557fc62e222691918d242d5a729f5b6a8dbf31,319905,3,0,2,0,3,4
0x325db5f96e8f96424cdf960dc7864e62dcc1fa87,338881,3,5,-1,1,1,-1
0x325e8b503b705b7bafc281ef8a1305e6f2b2c395,307081,7,1,2,2,3,2
0x326393d2cac3c8cb8b4e82dcc95479773ec1ebab,832790,9,0,-1,4,4,2
0x326891e8f4934d02abf214a8df279d71fb5ab9e5,827230,5,7,2,1,1,0
0x326a61cbd763e6d50dea496fa1015ac93e570658,338533,6,2,-1,0,3,-1
0x326b2d7b6ba7df39b105a8d43c0d4c7386acb159,327686,3,5,-1,2,3,-1
0x326deaa3de2b098e625936c1bd7b92416e452cfe,1260737,4,2,7,2,3,-1
0x32714197a8a8c8f09df07e5d10d81c6c2d1e3090,378785,2,3,-1,3,0,2
0x3281c854c79d1ee282aadfd50641dc8064eeb121,394607,7,2,7,2,2,-1
0x3283df49a4b2d5f0522759e351907298ded8f4a9,901596,3,5,7,0,3,-1
0x32845e613daefc84255a9db0590a0fb57d624d5b,177467,8,9,-1,1,1,0
0x3286b96dabd2ef987e7311f7bfdd359f7e83082f,99530,7,2,-1,2,2,-1
0x328a6cac6ebafff231b2d74da98e3d816ea40b8a,8456,2,3,9,3,0,-1
0x328b9ffee5e8a39615c5461f6e3c3220e924e46f,1298879,2,3,-1,3,0,-1
0x328e89cd8c6585106a7e1e994218e61d266efaae,1241841,7,2,-1,1,1,-1
0x328f23c340152edd00caa6bb61761736dcc4e44a,12358,4,2,7,2,2,-1
0x329040e0d1ab070234d04fe96871de9240610bb8,422403,3,2,-1,1,1,-1
0x3291beaf43b2f0da77e955be3836a9194a2fabb5,319054,1,1,0,2,2,3
0x32938d03acbaeb079989035adc62f146180c1134,630972,2,4,3,3,0,-1
0x3298492ee2689911866ebb01a1774db060ad6a7c,51060,5,7,-1,1,1,0
0x32a969f2a229de31cfa52c3056c449cb256e8ad6,63156,7,2,7,2,2,-1
0x32aaeee01a1bd496c57fc448947ad8136c6f4565,320659,1,1,-1,2,3,3
0x32b0eb239a744d521ca85e322cd47182ebd17423,129098,3,5,-1,0,3,-1
0x32b11bc488086890554a10c6dd08f73109930570,1301390,8,9,2,1,1,2
0x32b4116db2b1268b2a97abfd17e777a2286771ce,196088,6,5,7,0,3,-1
0x32b717308c8acac40e46965d474d276ea62fe3ef,1325179,2,3,10,3,0,-1
0x32b8f1716625a75fec7be06d88920ebe4249572b,1339086,2,3,9,3,0,-1
0x32be83a8eab1efe1bfce275e4fdef4a2a350eb96,325730,1,0,-1,2,1,4
0x32bf89f1b00c37f6ccd17dfefafc56c4d1c3b445,316626,2,3,9,3,0,-1
0x32c0b363a25530cb15b189df963510dcad7fa2bf,29290,7,2,-1,1,1,-1
0x32c379a1f30064875d501aba14079fc236932fe8,267966,3,5,-1,0,4,-1
0x32c527a3aa97d4511ecb1b362c330a39a1ee1f30,1237263,3,5,-1,2,2,-1
0x32c58412b3c955e7339992df83832771b78ed312,1098150,3,5,7,0,3,-1
0x32c60bf76818ff92453025f30dd21a7e44b709fa,317113,3,5,7,0,3,-1
0x32c673e865e4c110a49368d7a685a10efdb014e9,29454,4,2,7,2,2,-1
0x32c742b889ff3eb2461fdcbf5e49a07dd1a78c66,863514,2,4,4,3,0,-1
0x32c909157c5889ed6890da21055e4cea8ea91a1c,113939,4,2,-1,2,2,-1
0x32cb3a08909f0ce1f87a074353f6ff7f50432dd5,227078,8,9,-1,1,1,0
0x32d0b4ea44bc22de443e7e06d53e3fe35cceb46b,378797,3,2,-1,0,3,-1
0x32d16a06011cec0b576b47c6a50a893153089d64,1308367,2,3,9,3,0,-1
0x32d72a59f5a83a9d8dc7149dd34e238991f81a58,428905,3,2,-1,2,2,-1
0x32d8ac4a0da8b55eacbf3ea0dbd1876b7c46a373,458459,8,8,-1,1,1,4
0x32d917a051074f4c4b144bdc13e562bf7b57f4cf,1622831,4,2,-1,0,2,-1
0x32da65b803bc1769077eebe535e75e9faf3a7f3f,22086,7,6,1,2,3,2
0x32da8f4c875d102757a2de206a9e54529bdd3852,241778,8,1,2,2,2,4
0x32dd41219f6a74f139466e6c86091500e81beaad,45424,7,2,-1,2,1,-1
0x32dea93668ab5ce471b8836e735ea318211e83d9,93379,8,8,2,1,3,4
0x32df5c1a8f70bbfcb12ab897f056928b983df97b,1385442,3,2,-1,0,3,-1
0x32e183da77989fb29507a8313e8a943ee8ddf4eb,1298602,1,0,-1,1,1,4
0x32e263cb9003f7fef329080bdcbc82f5cfd6c02f,48111,8,9,2,1,1,0
0x32e3adab13ce9dc388da4a74fa2b7cad5af2de53,172355,8,9,-1,1,1,4
0x32ef07d66dcb3167f1d195c08dbf634eeaf616dd,7341,2,5,-1,3,0,-1
0x32f2ee0cff7c8e14f1dd3d5d639e66b655720584,320161,2,5,-1,3,0,-1
0x32f7518fa44ed11d76868180fbebb22829219150,740027,3,5,-1,2,1,-1
0x32f7b29eb742f77e24c6919f6cf7b019a30981ae,14001,6,5,-1,0,3,-1
0x32fa83ac3c7cfe7f0469c806296f9bcd22f493e2,332634,2,3,-1,3,0,-1
0x330364a849aee6751a58b0a5d3bf8608fcd09f8c,1381934,1,0,2,2,3,4
0x3303b6aed6f306a6d7cf5e8c8956befd8f1bd2e2,248830,8,7,-1,1,1,2
0x330ccc4a5d0d2dd6fe0adf80eae1c5e2f9a90a98,1374048,9,5,-1,4,4,-1
0x330d87991337125dc5260f84861ebb6c30db1d4a,319032,9,5,5,4,4,-1
0x330e7cca64e0b8235d99c5d94ca36d062b3821bd,80130,4,2,-1,2,2,-1
0x3310b2c201a40d4c26682c83d5ff5f62a42c0b76,322745,2,3,8,3,0,-1
0x3310fcc6d1fa26a62e247a132f82627ec42bda8e,417902,4,2,7,2,2,-1
0x33161f6d6f606e8e05e379262a48bd0cef6cf4d6,299669,7,2,7,2,2,-1
0x331b7b45c7b0cdc7cc3297a26e4e2b10f987e6a6,960040,3,2,-1,0,4,-1
0x3325fe74362090042143849781250243d744f531,316613,4,2,-1,1,1,-1
0x3327f53140683d19e2baaeb65054133b9b33c53d,326381,1,1,-1,2,2,0
0x332a70f0e3f7222dd4b3a5a14126fd8d9bfba80a,291390,4,2,7,2,3,-1
0x33333cb4743a2ba6e93ea0699f73e75b183deae5,494376,0,6,-1,2,3,4
0x333601a803cac32b7d17a38d32c9728a93b422f4,46959,7,1,2,2,2,2
0x333940bdcc7429db906b9f7942d53252e5ebc966,315962,1,1,-1,2,2,0
0x334022d77bfc9e8aa5b34907873457c545d9faf2,49176,1,1,2,2,2,0
0x3349586eb2faeba1028c118b3c13fbeb3cd1f8e4,539503,4,5,7,0,3,-1
0x334ce5048e1dc1cfcbf6a692e7ce6bd950ad82ec,760976,3,5,-1,0,3,-1
0x334dd0d0eda7f3e11f484d20d4584042d5162854,32667,8,8,-1,1,1,4
0x334f95d8ffdb85a0297c6f7216e793d08ab45b48,328755,8,9,-1,1,1,3
0x33539cca8250fa7097fd0b5008c138fc154c1ee2,830998,6,2,-1,0,3,-1
0x335cd97c5449857ccb1f067c5c3a3a8052cd56bf,208164,9,5,-1,4,4,-1
0x336b6170895f14009aab94b3d434cf5a7be3ea37,1290069,2,3,-1,3,0,-1
0x336ce087593688f431e3d9d57188fa8df10cf49b,403099,7,2,-1,1,1,-1
0x3370cf3ba9927c3bbf3bd1794c71f5da280ad2e3,1762306,3,5,-1,0,3,-1
0x337101def3eeb6f06e071efe02216274507937bb,225579,7,1,2,2,2,2
0x33753c9d914052faf892200524048804396da149,31590,2,4,4,3,0,-1
0x337c9d8848e664c79983e4b8870dfa26d4c26b40,42919,4,2,-1,0,2,-1
0x338378a930b5150ba160f5b413752541975d0165,551718,3,5,7,2,2,-1
0x3383a9514a666b9755705c76ababf5c919c43bfe,1084526,4,0,2,0,3,2
0x3383b5b049010330c06c45bd188d2ee519c8ebd9,20224,8,8,1,1,1,4
0x338a0d53fbd5a9733d8718923e4f6c3d7bda5431,570837,7,8,2,2,1,2
0x338f99e6dc45270108d6c0fdce0370bd78c40cb2,328649,6,5,6,0,3,-1
0x339149a8e40b9c7c967b0238f7d7f0f7e114702b,1306126,2,5,-1,3,1,-1
0x33942030cce0aa81629e8655e8f043332b73a6a6,548547,3,2,-1,0,3,-1
0x339d408e251ced5d441e09352291c7a45fef676a,161978,4,2,7,2,3,-1
0x339eaa8d23a8c19a05d25c8cb10383d44bbd953e,504163,4,2,-1,2,3,-1
0x339f45311b4520f31fcd0541d4c481fbfad6fe32,672733,1,0,-1,2,2,4
0x33a65a078fc4ede4557a2e45bf66aa1c8efc0863,327036,1,1,2,2,3,0
0x33a65c2321970cd585be22cacb6a50b46a146c6c,293393,4,2,-1,2,2,-1
0x33a8119ae5a1dee85ffa994de959ca7617baef77,34982,3,5,7,0,3,-1
0x33b80a8db67c65d928f205ee3f30ca2f54b94be5,519671,4,2,-1,1,1,-1
0x33ba633f5e37cd398430c48bd9d08d0f035f6f74,397727,3,2,-1,2,2,-1
0x33c17f968dca6ca1376f967bba74bdafe82d362d,97875,4,2,-1,2,2,-1
0x33c533d80f0490e24c01afef25c0a057c74afd87,698790,3,2,-1,0,2,-1
0x33c6e01acbd6bcda3dce8a186802e99cf8ec1797,141396,4,2,7,2,2,-1
0x33c8b033cbd92501b9dab4320ee05c4a8ced1514,324925,3,5,7,0,3,-1
0x33c942fde1eba8f013595adf0b229c2c7e8b4cbd,402721,3,5,7,0,3,-1
0x33caa4db9424dfafc067c32e0675137989b858d5,753744,4,2,-1,2,3,-1
0x33cb35abc619344fc8375113a0cc87abb730a4b4,1199581,2,3,-1,3,0,-1
0x33d2a48c504a4612da70d310551bbc2c33a1fb9c,317132,2,3,-1,3,0,-1
0x33d36acb67c1d4946b2d1edc21362a8e27197a12,794274,3,0,2,0,3,2
0x33d40d60de53e3eb868f3c47e84f469efa55cd62,474953,4,2,7,0,3,-1
0x33de5f7c0dcffbbc399b603ff539250a2c132e3c,43126,5,7,-1,1,1,0
0x33e3c007d1d48e2b645c9ce22570267b0c82f578,8408,8,9,-1,1,1,2
0x33e7e8de8b6dd43371734f15f251afa9b4063d30,300749,4,2,-1,2,2,-1
0x33f6951caed9af241433290936fa4b31e4efca8f,157945,9,5,-1,4,4,-1
0x33fe38579505db6a56d301d0f3e59b7303bbca2f,260879,7,2,-1,2,3,-1
0x33fe4a6b3e79615067e75bda042f8820d7666d82,800344,7,2,-1,2,2,-1
0x3402bb4149b963535b1ceb20c7a3749a9c3ef802,319081,2,4,3,3,0,-1
0x3407e0471c74b816094b454c485573e676085b30,65219,7,2,7,2,2,-1
0x340cb496f04330946d29e90dd6b2959559ddb9f0,1147454,2,3,9,3,0,-1
0x34104a743eec28e80913c85eb3bf0d1a3e049ef4,576192,4,0,2,0,3,2
0x341523bb1bd93a4c02287381781bc40783255eeb,1306603,2,3,8,3,0,-1
0x3416defd613659de6706dd07831e5d47bd6d7161,87825,4,0,-1,2,2,2
0x341c70a6c420dfd2e859051321583269156e92df,101563,3,0,2,2,2,2
0x341d13b93a9e6ec3b9b2b5c3ee7747d6ec95cf69,193286,8,9,2,1,1,0
0x34204500659a7acd437dee2d4f2f8ff2b4356ebb,50481,1,1,2,2,2,4
0x3423dc1afdd9ec8c73c15f063c3e65b9ca87e9ac,112986,4,0,2,2,2,2
0x3425ddc7fb7388ce6402a1c0f43750710f441871,675980,2,4,4,3,0,-1
0x342890fe437840f2150a28dda0cb88e0e704290b,29929,8,1,-1,2,1,0
0x34297838cf3c9b70cc873343f25dd60c086434cf,264313,7,2,7,2,2,-1
0x34331e2b02bc0aa89f61a8b4124f156feb26e93f,319229,1,0,-1,2,2,4
0x3433c2753da24df566ea14c40584179e97396cf3,149630,7,2,-1,2,2,-1
0x3434b973813fb19fe9ecfb5741e7fb6ec729d573,7496,1,1,2,2,2,4
0x34368231bba0bec4e8593248235d1e7116371c7c,1282765,2,3,8,3,0,-1
0x34387d6481bf1ac0f8ac3341bd3724252f05fdb9,319257,3,0,-1,2,3,2
0x3439460942e66eb698bd4efda6a71c16fdd5f546,512288,1,1,2,2,2,0
0x343c80183e14183024d3a2c822612b78c94ed2d9,95372,7,9,-1,1,1,-1
0x3443a2249dccf8ff898fe293a8fe055064c5fb80,1376528,3,2,-1,0,4,-1
0x3443c780b8f101f5a4cce1d1b3b414c999a79fc9,104362,8,9,2,1,1,0
0x3444920bf1aa49dfed00d0b29bb4bf13cef56864,112796,6,5,-1,0,3,-1
0x3445e962e37305e66285b1c5cd20801f88b4544d,135733,9,2,-1,0,4,-1
0x3450265c76c0fb04b4a6b5195aebe00314040c6f,101875,5,7,1,1,1,0
0x3452b1327364d1b5d19a172c437045cea8982a07,354666,3,2,-1,0,3,-1
0x34543aa177d10f4507014409126e499e28ac122d,131280,8,8,2,1,1,4
0x3457a134bb9fe3309e984a3f9dda115201f7ade9,1451541,7,2,7,2,2,-1
0x345ece8b7fc0e91a066130e455b951aff81cf0b0,507892,8,8,-1,2,2,0
0x34601a71eebf75d0e6823c88070d32d2c389ae5f,234958,5,7,-1,1,1,1
0x346b54cdf75cd6dd2f41f5557695f210253a6e94,168841,3,5,-1,0,3,-1
0x346f95b1dc5ffcf194bd33017b0e857e6d755d6c,1291720,7,2,-1,1,1,-1
0x347076781d47c9756f6dc4fa48ca7304c9e91c05,66813,8,8,2,1,1,4
0x347343e5fb74aedc0bb1b55d4ea991f8975f706b,943385,8,8,1,2,2,4
0x3473e8810079a75715532df3daa8488ce15bf9e4,165918,3,5,-1,2,1,-1
0x3474b31d91fd5148ff4a38d561af6421e73cd616,1031183,1,1,2,2,2,4
0x3479b55d133a22f6992649715de7d2ada83fcc2f,320373,3,6,-1,0,3,4
0x347caed310b189d0865a34cdbe6d626df19cbbc7,216460,1,1,2,2,2,4
0x347ea40c33c4e1ce8a01860f547e70e6d769da4e,292842,7,1,2,2,3,2
0x34800d4ba1543891982e38ae705fb039feb66b54,1474682,5,7,2,1,1,0
0x34805e6a3796fb04e82183667a78c2f7bff29170,31365,5,7,-1,1,1,1
0x3480d164ceba4eb8ea17e7f64810707a55e1f76b,276618,3,0,-1,0,4,2
0x34837b617c9a9a2613cdca4653dd899fa689ad03,1292780,3,5,7,0,3,-1
